Age,Gender,self_employed,family_history,treatment,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,year,work_treatment_interfere,work_no_treatment_interfere,Continent
19,m,Yes,Yes,0,1-5,Sometimes,1.0,Don't know,Not sure,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
32,m,No,Yes,0,26-100,Never,1.0,Don't know,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Some of them,No,Maybe,No,0.0,2014,Never,Never,North America
28,m,No,No,0,6-25,Sometimes,1.0,No,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Maybe,Yes,Yes,0.0,2014,Rarely,Rarely,Europe
36,m,No,No,0,6-25,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,0.0,2014,Never,Never,North America
37,m,No,Yes,1,More than 1000,Never,0.0,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Yes,Maybe,Some of them,No,No,Yes,No,1.0,2014,Rarely,Rarely,Europe
25,m,No,Yes,1,26-100,Never,0.0,Don't know,No,No,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
27,m,No,Yes,1,More than 1000,Never,1.0,Don't know,No,No,Don't know,Don't know,Don't know,No,No,No,Some of them,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
26,m,No,No,0,26-100,Never,0.0,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Maybe,Some of them,Yes,No,Maybe,No,0.0,2014,Often,Often,North America
27,m,No,No,1,26-100,Sometimes,1.0,No,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,Don't know,1.0,2014,Rarely,Rarely,North America
25,m,No,Yes,1,26-100,Never,1.0,Don't know,Not sure,No,No,Don't know,Very easy,Maybe,No,Some of them,No,No,No,Don't know,1.0,2014,Sometimes,Sometimes,North America
36,m,No,No,1,More than 1000,Never,0.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,1.0,2014,Sometimes,Sometimes,Europe
25,f,No,Yes,1,500-1000,Never,1.0,Yes,No,No,No,Don't know,Don't know,Yes,Yes,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
31,m,No,No,0,More than 1000,Never,1.0,Yes,No,No,Yes,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,0.0,2014,Never,Never,North America
26,m,No,Yes,0,6-25,Never,1.0,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,0.0,2014,Rarely,Rarely,North America
33,f,Yes,Yes,1,1-5,Never,1.0,No,Yes,Yes,Yes,Yes,Very difficult,No,No,Some of them,Yes,No,Yes,Yes,0.0,2014,Sometimes,Sometimes,North America
27,f,Yes,Yes,0,1-5,Sometimes,1.0,No,Yes,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
34,m,No,No,0,26-100,Never,1.0,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Never,Never,North America
42,m,No,No,0,6-25,Never,1.0,No,Yes,No,No,Don't know,Very difficult,Maybe,No,Yes,Yes,No,Maybe,No,0.0,2014,Not applicable to me,Not applicable to me,North America
23,m,Yes,Yes,0,1-5,Never,1.0,No,No,No,No,Don't know,Very difficult,Yes,No,No,No,No,Maybe,No,0.0,2014,Sometimes,Sometimes,Europe
24,m,No,No,0,100-500,Never,1.0,Don't know,Not sure,Yes,Don't know,Don't know,Very easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Rarely,Rarely,Europe
26,m,No,No,1,More than 1000,Never,1.0,Yes,Yes,Don't know,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,No,No,Don't know,0.0,2014,Sometimes,Sometimes,Europe
31,m,Yes,No,1,6-25,Never,1.0,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Often,Often,Europe
22,m,No,No,1,More than 1000,Never,1.0,Don't know,Not sure,No,No,Don't know,Very difficult,Yes,Maybe,No,No,Maybe,Maybe,No,0.0,2014,Never,Never,Asia
23,f,No,No,0,6-25,Never,1.0,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
34,f,No,Yes,1,More than 1000,Never,0.0,Yes,Yes,Yes,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,No,0.0,2014,Sometimes,Sometimes,North America
31,m,No,No,0,26-100,Never,1.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Don't know,0.0,2014,Never,Never,North America
28,m,No,No,0,100-500,Never,0.0,No,Not sure,No,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,Maybe,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
32,f,No,No,1,6-25,Sometimes,1.0,Yes,Not sure,Don't know,Don't know,Yes,Very easy,No,No,Yes,Yes,No,No,Yes,1.0,2014,Often,Often,North America
45,f,No,No,1,1-5,Never,1.0,Yes,No,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
33,m,No,No,0,6-25,Sometimes,1.0,Don't know,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
29,m,No,No,0,6-25,Sometimes,1.0,No,No,No,No,No,Don't know,Maybe,Maybe,No,Yes,Maybe,Yes,No,0.0,2014,Never,Never,North America
26,f,Yes,No,0,6-25,Never,0.0,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,Asia
28,f,No,No,0,26-100,Never,1.0,Don't know,No,No,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,0.0,2014,Never,Never,Europe
45,m,No,No,1,More than 1000,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Yes,Yes,Some of them,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
43,m,No,Yes,1,More than 1000,Sometimes,1.0,Yes,Not sure,No,Don't know,Don't know,Very difficult,Yes,Maybe,No,No,No,No,No,0.0,2014,Often,Often,North America
37,m,No,No,0,500-1000,Sometimes,1.0,Yes,No,No,No,Don't know,Don't know,Yes,No,Some of them,No,Maybe,Yes,No,0.0,2014,Not applicable to me,Not applicable to me,North America
24,m,No,No,0,6-25,Never,1.0,Don't know,No,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Yes,Yes,0.0,2014,Sometimes,Sometimes,Europe
26,m,No,No,0,6-25,Sometimes,1.0,No,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,No,No,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
23,m,No,Yes,0,1-5,Sometimes,1.0,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Yes,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
35,f,No,Yes,1,More than 1000,Never,1.0,Yes,Not sure,Don't know,No,Yes,Somewhat easy,Maybe,No,No,No,No,No,Don't know,0.0,2014,Never,Never,North America
38,f,Yes,Yes,1,1-5,Sometimes,1.0,No,Yes,No,No,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,1.0,2014,Often,Often,Africa
28,m,No,Yes,1,26-100,Never,1.0,Yes,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,No,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
28,m,No,No,0,26-100,Never,1.0,No,No,No,No,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,Europe
35,m,No,No,1,6-25,Never,1.0,No,No,No,No,Yes,Don't know,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Rarely,Rarely,North America
32,f,No,No,0,100-500,Never,1.0,No,No,No,No,Don't know,Very difficult,Yes,Yes,Some of them,No,No,No,No,1.0,2014,Sometimes,Sometimes,Europe
31,m,Yes,Yes,0,6-25,Never,1.0,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Never,Never,Europe
35,f,No,No,0,500-1000,Sometimes,1.0,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Don't know,0.0,2014,Never,Never,North America
26,m,No,No,0,More than 1000,Never,1.0,Yes,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,No,0.0,2014,Rarely,Rarely,North America
27,m,No,Yes,0,6-25,Sometimes,1.0,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
28,m,No,Yes,1,More than 1000,Never,1.0,Don't know,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,Europe
27,f,No,Yes,1,26-100,Never,1.0,Yes,No,No,No,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
34,f,No,No,1,500-1000,Never,0.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,No,No,Yes,0.0,2014,Sometimes,Sometimes,North America
41,m,No,No,1,6-25,Sometimes,1.0,No,Not sure,No,No,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,0.0,2014,Often,Often,North America
37,m,No,No,0,1-5,Never,1.0,No,Yes,No,No,Don't know,Very difficult,Yes,No,No,No,No,Yes,Don't know,0.0,2014,Sometimes,Sometimes,Europe
34,m,No,Yes,0,100-500,Sometimes,1.0,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
32,m,No,Yes,1,100-500,Sometimes,1.0,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,No,No,1.0,2014,Sometimes,Sometimes,Europe
21,m,No,No,1,6-25,Sometimes,1.0,No,Yes,No,No,Don't know,Somewhat difficult,No,No,Some of them,Some of them,Maybe,Maybe,Yes,0.0,2014,Sometimes,Sometimes,North America
30,m,No,No,1,26-100,Never,1.0,No,Yes,No,No,Yes,Somewhat easy,Maybe,No,Yes,Yes,No,Maybe,Don't know,0.0,2014,Often,Often,North America
24,m,No,No,0,26-100,Never,1.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Never,Never,North America
26,m,No,No,0,100-500,Never,1.0,No,No,No,No,No,Very easy,Yes,Maybe,No,No,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
40,f,No,No,0,26-100,Never,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
37,m,No,Yes,0,26-100,Never,0.0,No,No,No,No,Don't know,Don't know,Yes,Maybe,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,Europe
26,m,Yes,No,1,1-5,Sometimes,1.0,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,0.0,2014,Often,Often,Europe
32,f,No,Yes,1,6-25,Never,1.0,Don't know,No,No,No,No,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,No,1.0,2014,Sometimes,Sometimes,North America
32,f,No,No,1,100-500,Never,0.0,Yes,Yes,Don't know,Don't know,Yes,Very easy,No,No,Yes,Yes,No,Yes,Yes,0.0,2014,Sometimes,Sometimes,North America
27,f,Yes,Yes,1,1-5,Sometimes,1.0,No,No,Don't know,Don't know,Don't know,Very difficult,No,No,Some of them,No,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
30,m,Yes,No,1,6-25,Sometimes,1.0,Yes,Yes,No,No,Yes,Very difficult,No,No,Some of them,Yes,Maybe,Yes,Yes,0.0,2014,Often,Often,Europe
31,m,Yes,No,0,6-25,Never,1.0,Yes,Yes,No,Don't know,Yes,Very easy,No,No,Some of them,Some of them,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
29,f,No,No,1,500-1000,Never,0.0,Yes,No,No,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,No,No,No,Don't know,0.0,2014,Never,Never,North America
41,m,No,No,0,26-100,Never,1.0,Yes,Not sure,No,No,Don't know,Very easy,Yes,No,No,Some of them,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
34,f,No,No,0,6-25,Never,1.0,Yes,No,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
33,m,No,No,0,26-100,Never,1.0,Don't know,No,No,No,Don't know,Don't know,No,No,Yes,Yes,Yes,Yes,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
28,m,No,No,0,6-25,Never,1.0,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,0.0,2014,Rarely,Rarely,North America
28,m,No,No,1,More than 1000,Never,1.0,No,Yes,No,No,Yes,Very difficult,Yes,No,No,Some of them,No,No,No,0.0,2014,Sometimes,Sometimes,North America
23,m,No,No,0,26-100,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,No,Yes,No,Yes,Yes,0.0,2014,Never,Never,North America
24,m,No,No,0,1-5,Never,1.0,Don't know,No,Don't know,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
32,m,No,No,0,1-5,Sometimes,1.0,No,Yes,No,No,Don't know,Very difficult,No,No,Some of them,Yes,No,Maybe,Yes,0.0,2014,Rarely,Rarely,North America
34,m,Yes,No,0,1-5,Sometimes,1.0,Don't know,Not sure,Yes,Yes,Don't know,Somewhat difficult,Yes,Yes,No,No,No,Maybe,Yes,0.0,2014,Sometimes,Sometimes,Oceania
24,m,No,No,0,6-25,Never,1.0,Yes,Not sure,No,Don't know,Don't know,Very easy,Maybe,No,Some of them,No,Maybe,Maybe,Yes,0.0,2014,Never,Never,North America
26,m,Yes,No,1,1-5,Never,1.0,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Yes,0.0,2014,Sometimes,Sometimes,Europe
36,m,No,No,1,26-100,Never,1.0,Yes,No,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,1.0,2014,Sometimes,Sometimes,North America
41,m,No,No,1,500-1000,Sometimes,1.0,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,No,Maybe,Maybe,No,0.0,2014,Rarely,Rarely,North America
38,m,No,No,1,More than 1000,Never,0.0,Don't know,Not sure,Don't know,Don't know,Don't know,Very difficult,Yes,No,No,No,No,Maybe,No,0.0,2014,Sometimes,Sometimes,Europe
38,m,No,No,0,26-100,Sometimes,1.0,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
30,m,No,No,0,26-100,Never,1.0,Don't know,No,Don't know,Don't know,Yes,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
25,m,No,No,0,26-100,Never,1.0,No,No,No,No,Don't know,Somewhat difficult,Yes,Maybe,No,No,No,Maybe,No,0.0,2014,Never,Never,Europe
37,m,No,Yes,1,26-100,Never,1.0,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,0.0,2014,Often,Often,North America
34,m,No,Yes,0,6-25,Never,1.0,No,No,No,No,Yes,Somewhat difficult,No,No,Some of them,Yes,No,Yes,No,1.0,2014,Not applicable to me,Not applicable to me,Europe
37,f,No,Yes,1,More than 1000,Never,0.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,Yes,0.0,2014,Sometimes,Sometimes,North America
28,f,No,Yes,1,6-25,Never,0.0,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No,No,1.0,2014,Sometimes,Sometimes,North America
22,m,No,No,0,6-25,Never,1.0,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,No,0.0,2014,Not applicable to me,Not applicable to me,Europe
34,m,No,Yes,1,1-5,Never,1.0,No,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Maybe,No,1.0,2014,Sometimes,Sometimes,North America
33,m,No,Yes,1,26-100,Never,1.0,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Sometimes,Sometimes,North America
25,m,No,No,0,6-25,Never,1.0,No,No,No,No,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,No,0.0,2014,Not applicable to me,Not applicable to me,Africa
27,m,No,No,0,More than 1000,Sometimes,1.0,Yes,Yes,Don't know,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,0.0,2014,Never,Never,North America
40,m,No,No,1,More than 1000,Sometimes,1.0,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Maybe,No,No,No,Maybe,No,1.0,2014,Sometimes,Sometimes,North America
21,m,No,No,1,6-25,Never,0.0,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,Maybe,Don't know,0.0,2014,Often,Often,North America
29,m,No,No,0,6-25,Never,0.0,No,No,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,0.0,2014,Not applicable to me,Not applicable to me,Europe
32,m,No,Yes,1,1-5,Sometimes,1.0,No,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,No,Yes,Don't know,0.0,2014,Sometimes,Sometimes,North America
29,f,No,Yes,1,500-1000,Sometimes,0.0,Yes,Yes,Yes,Don't know,Yes,Don't know,Maybe,No,Some of them,No,Maybe,Yes,Don't know,0.0,2014,Rarely,Rarely,North America
23,m,No,Yes,1,26-100,Sometimes,0.0,Don't know,No,No,Don't know,Yes,Somewhat easy,Maybe,No,Some of them,Some of them,No,Yes,Yes,0.0,2014,Sometimes,Sometimes,North America
28,m,No,Yes,0,100-500,Never,1.0,Yes,No,No,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,1.0,2014,Not applicable to me,Not applicable to me,North America
31,m,No,Yes,1,100-500,Sometimes,1.0,Yes,Yes,Yes,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,0.0,2014,Rarely,Rarely,North America
27,m,No,No,0,100-500,Never,0.0,Don't know,Not sure,Don't know,Don't know,No,Very easy,Maybe,Maybe,Yes,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,Europe
24,m,No,No,0,6-25,Never,1.0,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,Yes,Yes,Maybe,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
29,m,No,No,0,6-25,Never,1.0,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,Don't know,0.0,2014,Often,Often,North America
23,f,No,No,1,6-25,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Yes,0.0,2014,Sometimes,Sometimes,Europe
42,m,No,No,0,6-25,Sometimes,1.0,No,Yes,No,Yes,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Never,Never,North America
24,m,No,No,0,1-5,Never,1.0,No,No,No,No,Don't know,Don't know,Yes,No,Some of them,Some of them,No,Yes,No,0.0,2014,Not applicable to me,Not applicable to me,Europe
25,m,No,Yes,1,6-25,Never,1.0,No,Yes,No,No,No,Very difficult,Yes,Maybe,No,No,No,Yes,No,1.0,2014,Often,Often,Oceania
27,f,No,No,1,6-25,Never,1.0,Yes,No,No,No,Yes,Don't know,Maybe,Maybe,Yes,No,No,Maybe,Don't know,0.0,2014,Rarely,Rarely,North America
27,m,No,No,0,6-25,Sometimes,1.0,No,Yes,No,No,No,Very difficult,Yes,Yes,Some of them,Some of them,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
30,m,No,No,1,100-500,Sometimes,1.0,Yes,Yes,No,Yes,Yes,Don't know,No,No,Yes,Yes,Maybe,No,Yes,0.0,2014,Sometimes,Sometimes,North America
29,m,No,Yes,1,6-25,Never,1.0,No,Yes,No,No,Yes,Very difficult,Maybe,No,Some of them,Some of them,No,Yes,No,0.0,2014,Rarely,Rarely,Europe
43,m,Yes,No,0,6-25,Sometimes,1.0,No,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,Yes,Yes,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
32,m,No,No,0,6-25,Never,1.0,No,Yes,No,Don't know,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
41,m,No,No,1,26-100,Sometimes,1.0,Yes,Yes,Don't know,No,Don't know,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,0.0,2014,Sometimes,Sometimes,North America
32,m,Yes,Yes,1,1-5,Sometimes,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,Maybe,Maybe,Yes,Some of them,Maybe,Maybe,Don't know,1.0,2014,Sometimes,Sometimes,Europe
37,f,No,Yes,1,26-100,Never,1.0,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,0.0,2014,Often,Often,North America
32,m,No,No,0,6-25,Sometimes,1.0,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,0.0,2014,Never,Never,North America
30,m,Yes,No,0,1-5,Sometimes,1.0,No,No,No,No,Don't know,Somewhat difficult,No,No,Some of them,Some of them,No,Maybe,No,0.0,2014,Sometimes,Sometimes,Europe
23,f,No,Yes,1,100-500,Never,0.0,Yes,No,Don't know,Don't know,Yes,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Yes,0.0,2014,Never,Never,North America
30,m,No,No,0,More than 1000,Never,1.0,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,0.0,2014,Not applicable to me,Not applicable to me,North America
34,m,No,No,0,26-100,Never,1.0,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,Europe
38,m,No,No,1,26-100,Sometimes,1.0,Yes,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,No,0.0,2014,Rarely,Rarely,North America
33,m,No,No,0,100-500,Never,1.0,Yes,No,Yes,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
34,m,No,No,0,26-100,Never,0.0,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,No,Don't know,0.0,2014,Not applicable to me,Not applicable to me,North America
28,m,No,No,0,6-25,Never,1.0,No,Yes,No,No,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,No,Don't know,0.0,2014,Sometimes,Sometimes,South America
28,m,No,No,1,100-500,Never,0.0,Yes,Yes,Yes,Don't know,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,No,Yes,0.0,2014,Rarely,Rarely,North America
23,m,No,Yes,0,100-500,Never,1.0,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,0.0,2014,Sometimes,Sometimes,North America
22,m,Yes,Yes,1,6-25,Sometimes,1.0,Don't know,Not sure,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,Yes,No,1.0,2014,Sometimes,Sometimes,Oceania
27,m,No,No,0,6-25,Never,1.0,No,No,No,No,Yes,Don't know,Yes,No,No,No,No,Maybe,Don't know,0.0,2014,Never,Never,Europe
18,m,No,No,1,6-25,Never,1.0,Don't know,No,No,Don't know,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
35,m,No,Yes,1,26-100,Never,1.0,Yes,Yes,No,No,Yes,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,Don't know,0.0,2014,Sometimes,Sometimes,North America
25,m,No,No,0,100-500,Never,0.0,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Some of them,No,Yes,No,0.0,2014,Not applicable to me,Not applicable to me,North America
27,m,No,Yes,1,6-25,Never,1.0,No,No,No,No,Yes,Somewhat easy,Maybe,Maybe,Yes,Yes,Yes,Yes,Yes,0.0,2014,Sometimes,Sometimes,Europe
26,f,No,Yes,1,More than 1000,Never,1.0,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Don't know,0.0,2014,Rarely,Rarely,North America
18,m,No,No,0,26-100,Never,1.0,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes,0.0,2014,Never,Never,North America
